category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,ADX006018,Concrete Bits - Adx For Drilling Rebar And Metal Deck,,E:\IMAGES\ITEMS\product\A\D\driltec-adx006018-concrete-bits-adx-for-drilling-rebar-and-metal-deck- 3.jpg,Driltec,For Use With SDS-Plus Rotary Hammers,"•   Solid-Cross-Configuration of ADX carbide head. •   Firm and secured carbide embedment with  flank side reinforcements. •   Generous spiral flute entrance geometry for fast drill dust evacuation. •   Blow-back prevention through sub-trac spiral flute design. •   Noise damping effect due to ADX drill- head design. •   Significantly reduced “arm-hand- vibration” due to ADX multi-cutter head design. •   Unsurpassed drilling performance in concrete and stone and yes, embedded rebar and metal concrete deck. •   Made in Germany.",,,Diameter: 3/16; Use Length 4; Total Length 6,Concrete Bits - Adx For Drilling Rebar And Metal Deck
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-510-112,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-510-112-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/8; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-515-239,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-515-239-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/8; Useable Length: 19-1/2; Total Length: 22,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-520-113,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-520-113-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 7/16; Useable Length: 4; Total Length: 6-1/4,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-525-223,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-525-223-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 7/16; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-530-114,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-530-114-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1/2; Useable Length: 4; Total Length: 6-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-535-115,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-535-115-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1/2; Useable Length: 8; Total Length: 10,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-540-116,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-540-116-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1/2; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-545-117,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-545-117-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1/2; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-550-240,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-550-240-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1/2; Useable Length: 21-1/2; Total Length: 24,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-555-118,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-555-118-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 9/16; Useable Length: 4; Total Length: 6-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-560-228,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-560-228-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 9/16; Useable Length: 10; Total Length: 12-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-565-229,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-565-229-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 9/16; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-570-119,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-570-119-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 4; Total Length: 6-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-575-120,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-575-120-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 7; Total Length: 9-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-585-121,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-585-121-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-595-122,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-595-122-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-605-241,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-605-241-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 21-1/2; Total Length: 24,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-610-123,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-610-123-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 11/16; Useable Length: 7; Total Length: 9-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-615-230,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-615-230-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 11/16; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-625-124,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-625-124-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/4; Useable Length: 7; Total Length: 9-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-635-125,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-635-125-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/4; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-645-126,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-645-126-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/4; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-655-128,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-655-128-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 7/8; Useable Length: 7; Total Length: 9-1/2,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-665-129,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-665-129-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 7/8; Useable Length: 10; Total Length: 12,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-670-130,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-670-130-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 7/8; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-680-184,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-680-184-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1; Useable Length: 7; Total Length: 10,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-690-185,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-690-185-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1; Useable Length: 15-1/2; Total Length: 18,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,AD-700-250,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-700-250-single-cutter-bionic-sds-plus-concrete-drill-bits- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 1-1/8; Useable Length: 7-1/2; Total Length: 10,Single Cutter Bionic® - SDS-Plus Concrete Drill Bits
1144|24854,SDS - Masonry | Concrete Drill Bits|Masonry Drill Bits,AD-580-320,Concrete  Bits - SDS-Plus Drill - Multi-Cutter,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-580-320-concrete-bits-sds-plus-drill-multi-cutter- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 7; Total Length: 9-1/2,Concrete  Bits - SDS-Plus Drill - Multi-Cutter
1144|24854,SDS - Masonry | Concrete Drill Bits|Masonry Drill Bits,AD-590-325,Concrete  Bits - SDS-Plus Drill - Multi-Cutter,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-590-325-concrete-bits-sds-plus-drill-multi-cutter- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 10; Total Length: 12,Concrete  Bits - SDS-Plus Drill - Multi-Cutter
1144|24854,SDS - Masonry | Concrete Drill Bits|Masonry Drill Bits,AD-600-330,Concrete  Bits - SDS-Plus Drill - Multi-Cutter,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-600-330-concrete-bits-sds-plus-drill-multi-cutter- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 5/8; Useable Length: 15-1/2; Total Length: 18,Concrete  Bits - SDS-Plus Drill - Multi-Cutter
1144|24854,SDS - Masonry | Concrete Drill Bits|Masonry Drill Bits,AD-620-345,Concrete  Bits - SDS-Plus Drill - Multi-Cutter,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-620-345-concrete-bits-sds-plus-drill-multi-cutter- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 11/16; Useable Length: 10; Total Length: 12,Concrete  Bits - SDS-Plus Drill - Multi-Cutter
1144|24854,SDS - Masonry | Concrete Drill Bits|Masonry Drill Bits,AD-630-350,Concrete  Bits - SDS-Plus Drill - Multi-Cutter,,E:\IMAGES\ITEMS\product\A\D\driltec-ad-630-350-concrete-bits-sds-plus-drill-multi-cutter- 4.jpg,Driltec,,"Unique concave  carbide tip  design,  accelerates  drilling speed,  reduces wear  and supports  dust removal. More carbide on both principle  cutting edges for superior durability. A single wide spiral  flute reinforces  the core of  the drill bit,  maximizing  the power  transferred to  the carbide tip. The smaller spiral flute allows  for the retention of the two wide  channels for faster  dust removal and  reduced spiral  flute wear. The all new  special bead  blast technology  ensures a stronger and  highly flexible surface with increased  performance and reduced risk of bit  breakage.",,,Diam.: 3/4; Useable Length: 7; Total Length: 9-1/2,Concrete  Bits - SDS-Plus Drill - Multi-Cutter
