category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
117|19454,Grinders | Polishers|Depressed Center Grinding Wheels,61326,Grinding Wheels for Aluminum - Cotton-Bond TX-ALU for Medium to Light Grinding,,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,,"Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"4"" x 1/4"" - 5/8 A.H. - 15,300 Max RPM",Grinding Wheels for Aluminum - Cotton-Bond TX-ALU for Medium to Light Grinding
117|19454,Grinders | Polishers|Depressed Center Grinding Wheels,61332,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM","4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM"
117|19454,Grinders | Polishers|Depressed Center Grinding Wheels,61338,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM","4-1/2"" - 5/8-11 Thread - 13,300 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61333,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM 54 Grit",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM 54 Grit","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM 54 Grit","4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM 54 Grit"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61339,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM 54 Grit",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM 54 Grit","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"4-1/2"" - 5/8-11 Thread - 13,300 Max RPM 54 Grit","4-1/2"" - 5/8-11 Thread - 13,300 Max RPM 54 Grit"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61356,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM","7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61362,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61357,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM 54 Grit",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM 54 Grit","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM 54 Grit","7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM 54 Grit"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61363,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM 54 Grit",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Aluminum-Cotton-Bond-TX-ALU-for.jpg,Pferd,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM 54 Grit","Cotton-bonded TX-ALU for aluminium is produced with a tough resin bond, and is extremely resistant to loading. Abrasive: Aluminum Oxide Grit size: 24, 54 Workpiece Materials: Aluminum and soft, greasy materials susceptible to loading problems Application: Medium to light grinding, weld blending, deburring and surface finishing",,,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM 54 Grit","7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM 54 Grit"
117|28002,Grinders | Polishers|Concrete and Masonry Wheels,61500,"Grinding Wheels for Stone, Masonry, Casting Scale - Type 27 (Depressed Center)",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,,"Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"4"" x 1/4"" - 5/8 A.H. - 15,300 Max RPM","Grinding Wheels for Stone, Masonry, Casting Scale - Type 27 (Depressed Center)"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61501,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM","4-1/2"" x 1/4"" - 7/8 A.H. - 13,300 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61508,"4-1/2"" x 1/4"" - 5/8-11 Thread - 13,300 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"4-1/2"" x 1/4"" - 5/8-11 Thread - 13,300 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"4-1/2"" x 1/4"" - 5/8-11 Thread - 13,300 Max RPM","4-1/2"" x 1/4"" - 5/8-11 Thread - 13,300 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61502,"5"" x 1/4"" - 7/8 A.H. - 12,200 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"5"" x 1/4"" - 7/8 A.H. - 12,200 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"5"" x 1/4"" - 7/8 A.H. - 12,200 Max RPM","5"" x 1/4"" - 7/8 A.H. - 12,200 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61509,"5"" x 1/4"" - 5/8-11 Thread - 12,200 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"5"" x 1/4"" - 5/8-11 Thread - 12,200 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"5"" x 1/4"" - 5/8-11 Thread - 12,200 Max RPM","5"" x 1/4"" - 5/8-11 Thread - 12,200 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61503,"6"" x 1/4"" - 7/8 A.H. - 10,200 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"6"" x 1/4"" - 7/8 A.H. - 10,200 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"6"" x 1/4"" - 7/8 A.H. - 10,200 Max RPM","6"" x 1/4"" - 7/8 A.H. - 10,200 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61510,"6"" - 5/8-11 Thread - 10,200 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"6"" - 5/8-11 Thread - 10,200 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"6"" - 5/8-11 Thread - 10,200 Max RPM","6"" - 5/8-11 Thread - 10,200 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61504,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM","7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61506,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61505,"9"" - 7/8 A.H. - 6,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"9"" - 7/8 A.H. - 6,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"9"" - 7/8 A.H. - 6,600 Max RPM","9"" - 7/8 A.H. - 6,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61507,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type.jpg,Pferd,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM","9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM"
117|28002,Grinders | Polishers|Concrete and Masonry Wheels,61705,"Grinding Wheels for Stone, Masonry, Casting Scale - Type 28 (Saucer)",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type- 1.jpg,Pferd,,"Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"7"" x 1/4"" - 7/8 A.H. - 8,600 Max RPM","Grinding Wheels for Stone, Masonry, Casting Scale - Type 28 (Saucer)"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61707,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type- 1.jpg,Pferd,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM","7"" x 1/4"" - 5/8-11 Thread - 8,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61706,"9"" x 1/4"" - 7/8 A.H. 6,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type- 1.jpg,Pferd,"9"" x 1/4"" - 7/8 A.H. 6,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"9"" x 1/4"" - 7/8 A.H. 6,600 Max RPM","9"" x 1/4"" - 7/8 A.H. 6,600 Max RPM"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61708,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM",,E:\IMAGES\ITEMS\product\6\1\Pferd-Grinding-Wheels-for-Stone-Masonry-Casting-Scale-Type- 1.jpg,Pferd,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM","Sharp Silicon Carbide Grain and a soft bond make for aggressive stock removal on Masonry, Stone, Concrete, and Cast Iron.",,,"9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM","9"" x 1/4"" - 5/8-11 Thread - 6,600 Max RPM"
117|24887,Grinders | Polishers|Cup Brushes,Crimped Wheel Brushes,Crimped Wheel Brushes,"The PFERD ADVANCE BRUSH crimped wire wheel offering includes small diameter copper centre brushes as well as narrow, medium and wide face wheels in carbon, stainless steel (INOX) and brass filaments.",E:\IMAGES\ITEMS\product\C\r\Pferd-Crimped-Wheel.jpg,Pferd,"The PFERD ADVANCE BRUSH crimped wire wheel offering includes small diameter copper centre brushes as well as narrow, medium and wide face wheels in carbon, stainless steel (INOX) and brass filaments.",Small Diameter Copper Center Narrow Face Medium Face Wide Face Small Diameter Copper Center - ECAP® Encapsulated Narrow Face - ECAP® Encapsulated Medium Face - ECAP® Encapsulated Wide Face - ECAP® Encapsulated Platers Brushes Bench Wheels - Standard Face (Solid Centre) Bench Wheels - Medium Face (Adapter Style) Ezmount™ Bench Wheels,CALL FOR QUOTE ON SIZES,,Pferd Crimped Wheel Brushes,Crimped Wheel Brushes
117|19465,Grinders | Polishers|Bench Grinding Wheels,Knot Wheel Brushes,Unthreaded,PFERD ADVANCE BRUSH offers a range of unthreaded knot wheel brushes for use in all industries.,E:\IMAGES\ITEMS\product\K\n\Pferd-Knot-Wheel-Brushes.jpg,Pferd,PFERD ADVANCE BRUSH offers a range of unthreaded knot wheel brushes for use in all industries.,"Standard Twist - Single Row, Standard Flag Standard Twist - Single Row, Long Flag Heavy Duty Standard Twist - Double Row, Long Flag Heavy Duty - Short Trim Full Cable Twist - Single Row Expansion Joint Cleaning Brushes Pipe Cleaning Brushes Pipe Cleaning Brushes - COMBITWIST",CALL FOR QUOTE ON SIZES,,Pferd Knot Wheel Brushes - Unthreaded,Unthreaded
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61701,Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,Pferd 61701 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,E:\IMAGES\ITEMS\product\6\1\Pferd-61701-Performance-Line-SG-ELASTIC-A-24-R-SG-Type-28.jpg,Pferd,Pferd 61701 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,"Performance grinding wheel provides good removal rates and long service life for reduced wheel changes. Particularly recommended for use in severe, high pressure grinding applications (e.g. edge grinding, beveling, etc).   Abrasive: Aluminum Oxide Application: Weld grinding, edge grinding Recommendation for Use: Achieves optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"7"" x 1/4"" | 7/8 A.H.",Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61703,Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,Pferd 61701 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,E:\IMAGES\ITEMS\product\6\1\Pferd-61701-Performance-Line-SG-ELASTIC-A-24-R-SG-Type-28.jpg,Pferd,Pferd 61703 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,"Performance grinding wheel provides good removal rates and long service life for reduced wheel changes. Particularly recommended for use in severe, high pressure grinding applications (e.g. edge grinding, beveling, etc).   Abrasive: Aluminum Oxide Application: Weld grinding, edge grinding Recommendation for Use: Achieves optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"7"" x 1/4"" | 5/8-11 Thread",Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61702,Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,Pferd 61701 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,E:\IMAGES\ITEMS\product\6\1\Pferd-61701-Performance-Line-SG-ELASTIC-A-24-R-SG-Type-28.jpg,Pferd,Pferd 61702 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,"Performance grinding wheel provides good removal rates and long service life for reduced wheel changes. Particularly recommended for use in severe, high pressure grinding applications (e.g. edge grinding, beveling, etc).   Abrasive: Aluminum Oxide Application: Weld grinding, edge grinding Recommendation for Use: Achieves optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"9"" x 1/4"" | 7/8 A.H.",Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61704,Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,Pferd 61701 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,E:\IMAGES\ITEMS\product\6\1\Pferd-61701-Performance-Line-SG-ELASTIC-A-24-R-SG-Type-28.jpg,Pferd,Pferd 61704 Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer,"Performance grinding wheel provides good removal rates and long service life for reduced wheel changes. Particularly recommended for use in severe, high pressure grinding applications (e.g. edge grinding, beveling, etc).   Abrasive: Aluminum Oxide Application: Weld grinding, edge grinding Recommendation for Use: Achieves optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"9"" x 1/4"" | 5/8-11 Thread",Performance Line SG-ELASTIC: A 24 R SG - Type 28 Saucer
117|19423,Grinders | Polishers|Backing Pads,69051,"Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels","Pferd 69051 Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels",E:\IMAGES\ITEMS\product\6\9\Pferd-69051-Performance-Line-SG-ELASTIC-SG-FLEX-18-Backing.jpg,Pferd,"Pferd 69051 Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels",Use the backing pad when mounting SG-FLEX wheels on an angle grinder. Backing pad controls wheel flexibility to provide optimum level of removal and surface finish.,,,"4-1/2, 5 | AH: 7/8","Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels"
117|19423,Grinders | Polishers|Backing Pads,69071,"Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels","Pferd 69051 Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels",E:\IMAGES\ITEMS\product\6\9\Pferd-69051-Performance-Line-SG-ELASTIC-SG-FLEX-18-Backing.jpg,Pferd,"Pferd 69071 Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels",Use the backing pad when mounting SG-FLEX wheels on an angle grinder. Backing pad controls wheel flexibility to provide optimum level of removal and surface finish.,,,7 | AH: 7/8,"Performance Line SG-ELASTIC: SG-FLEX - 1/8"" - Backing Pads for SG-FLEX Wheels"
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61100,Grinding Wheels for Stainless Steels A 30 N SG-INOX,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,E:\IMAGES\ITEMS\product\6\1\Pferd-61100-Grinding-Wheels-for-Stainless-Steels-A-30-N-SG.jpg,Pferd,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,"Highly productive, long life grinding wheel for stainless steel (INOX) and high temperature alloys. Smooth grinding action and fast removal rates are achieved with minimal contact pressure. Also suitable for carbon steel and all ferrous metals.   Abrasive: Premium Aluminum Oxide INOX: Manufactured without addition of ferrous, sulphurous or chlorinated fillers. Workpiece Materials: Stainless steel (INOX) Application: Weld grinding, surface grinding Recommendation for Use: Provides optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"4"" x 1/4"" | 3/8 A.H.",Grinding Wheels for Stainless Steels A 30 N SG-INOX
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61103,Grinding Wheels for Stainless Steels A 30 N SG-INOX,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,E:\IMAGES\ITEMS\product\6\1\Pferd-61100-Grinding-Wheels-for-Stainless-Steels-A-30-N-SG.jpg,Pferd,Pferd 61103 Grinding Wheels for Stainless Steels A 30 N SG-INOX,"Highly productive, long life grinding wheel for stainless steel (INOX) and high temperature alloys. Smooth grinding action and fast removal rates are achieved with minimal contact pressure. Also suitable for carbon steel and all ferrous metals.   Abrasive: Premium Aluminum Oxide INOX: Manufactured without addition of ferrous, sulphurous or chlorinated fillers. Workpiece Materials: Stainless steel (INOX) Application: Weld grinding, surface grinding Recommendation for Use: Provides optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"4"" x 1/4"" | 5/8 A.H.",Grinding Wheels for Stainless Steels A 30 N SG-INOX
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61104,Grinding Wheels for Stainless Steels A 30 N SG-INOX,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,E:\IMAGES\ITEMS\product\6\1\Pferd-61100-Grinding-Wheels-for-Stainless-Steels-A-30-N-SG.jpg,Pferd,Pferd 61104 Grinding Wheels for Stainless Steels A 30 N SG-INOX,"Highly productive, long life grinding wheel for stainless steel (INOX) and high temperature alloys. Smooth grinding action and fast removal rates are achieved with minimal contact pressure. Also suitable for carbon steel and all ferrous metals.   Abrasive: Premium Aluminum Oxide INOX: Manufactured without addition of ferrous, sulphurous or chlorinated fillers. Workpiece Materials: Stainless steel (INOX) Application: Weld grinding, surface grinding Recommendation for Use: Provides optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"4-1/2"" x 1/8"" | 7/8 A.H.",Grinding Wheels for Stainless Steels A 30 N SG-INOX
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61113,Grinding Wheels for Stainless Steels A 30 N SG-INOX,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,E:\IMAGES\ITEMS\product\6\1\Pferd-61100-Grinding-Wheels-for-Stainless-Steels-A-30-N-SG.jpg,Pferd,Pferd 61113 Grinding Wheels for Stainless Steels A 30 N SG-INOX,"Highly productive, long life grinding wheel for stainless steel (INOX) and high temperature alloys. Smooth grinding action and fast removal rates are achieved with minimal contact pressure. Also suitable for carbon steel and all ferrous metals.   Abrasive: Premium Aluminum Oxide INOX: Manufactured without addition of ferrous, sulphurous or chlorinated fillers. Workpiece Materials: Stainless steel (INOX) Application: Weld grinding, surface grinding Recommendation for Use: Provides optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"4-1/2"" x 1/8"" | 5/8-11 Thread",Grinding Wheels for Stainless Steels A 30 N SG-INOX
117|28006,Grinders | Polishers|Flat Angle Grinder Wheels,61105,Grinding Wheels for Stainless Steels A 30 N SG-INOX,Pferd 61100 Grinding Wheels for Stainless Steels A 30 N SG-INOX,E:\IMAGES\ITEMS\product\6\1\Pferd-61100-Grinding-Wheels-for-Stainless-Steels-A-30-N-SG.jpg,Pferd,Pferd 61105 Grinding Wheels for Stainless Steels A 30 N SG-INOX,"Highly productive, long life grinding wheel for stainless steel (INOX) and high temperature alloys. Smooth grinding action and fast removal rates are achieved with minimal contact pressure. Also suitable for carbon steel and all ferrous metals.   Abrasive: Premium Aluminum Oxide INOX: Manufactured without addition of ferrous, sulphurous or chlorinated fillers. Workpiece Materials: Stainless steel (INOX) Application: Weld grinding, surface grinding Recommendation for Use: Provides optimum grinding results on high-powered angle grinders. 5/16” thick discs provide additional strength and service life for heavy-duty applications.",,,"4-1/2"" x 1/4"" | 7/8 A.H.",Grinding Wheels for Stainless Steels A 30 N SG-INOX
