category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV185,30mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV185 30mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV185 30mm Hole Saw,30mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV19,"1-3/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV19 1-3/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV19 1-3/16"" Hole Saw","1-3/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV20,"1-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV20 1-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV20 1-1/4"" Hole Saw","1-1/4"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV204,"1-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV204 1-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV204 1-1/4"" Hole Saw","1-1/4"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV205,32mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV205 32mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV205 32mm Hole Saw,32mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV21,"1-5/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV21 1-5/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV21 1-5/16"" Hole Saw","1-5/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV224,"1-3/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV224 1-3/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV224 1-3/8"" Hole Saw","1-3/8"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV225,35mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV225 35mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV225 35mm Hole Saw,35mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV25,"1-9/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV25 1-9/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV25 1-9/16"" Hole Saw","1-9/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV23,"1-7/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV23 1-7/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV23 1-7/16"" Hole Saw","1-7/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV24,"1-1/2"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV24 1-1/2"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV24 1-1/2"" Hole Saw","1-1/2"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV244,"1-1/2"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV244 1-1/2"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV244 1-1/2"" Hole Saw","1-1/2"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV255,40mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV255 40mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV255 40mm Hole Saw,40mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV26,"1-5/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV26 1-5/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV26 1-5/8"" Hole Saw","1-5/8"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV27,"1-11/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV27 1-11/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV27 1-11/16"" Hole Saw","1-11/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV285,45mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV285 45mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV285 45mm Hole Saw,45mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV29,"1-13/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV29 1-13/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV29 1-13/16"" Hole Saw","1-13/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV315,50mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV315 50mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV315 50mm Hole Saw,50mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV33,"2-1/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV33 2-1/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV33 2-1/16"" Hole Saw","2-1/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV345,55mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV345 55mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV345 55mm Hole Saw,55mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV37,"2-5/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV37 2-5/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV37 2-5/16"" Hole Saw","2-5/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV385,62mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV385 62mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV385 62mm Hole Saw,62mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV41,"2-9/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV41 2-9/16"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV41 2-9/16"" Hole Saw","2-9/16"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV42,"2-5/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV42 2-5/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV42 2-5/8"" Hole Saw","2-5/8"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV425,68mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV425 68mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV425 68mm Hole Saw,68mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV435,68.5mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV435 68.5mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV435 68.5mm Hole Saw,68.5mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV46,"2-7/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV46 2-7/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV46 2-7/8"" Hole Saw","2-7/8"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV475,75mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,AV475 75mm Hole Saw,"This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,AV475 75mm Hole Saw,75mm Hole Saw
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV50,"3-1/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV50 3-1/8"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV50 3-1/8"" Hole Saw","3-1/8"" Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV52,"3-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive ra",E:\IMAGES\ITEMS\product\A\V\AV30-MK-Morse-Company-1-78-Hole.jpg,MK Morse,"AV52 3-1/4"" Hole Saw","This premium line of professional quality hole saws features an M3 high-speed steel cutting edge, electron beam welded to a tough steel backer. Caps stand up to abuse and punishment, yet are lighter and easier to use than those of competitors. Positive rake tooth design provides better chip clearance as teeth cut into wood, plastic or any machinable metal.   Backer, cutting edge and cap work together to provide faster, longer-lasting cutting action Bi-metal design bonds M3 cutting edge to fatigue resistant backer Positive rake teeth clear chips better for longer life and easier cutting Teeth stay sharper and make smoother cuts",,,"AV52 3-1/4"" Hole Saw","3-1/4"" Hole Saw"
