,Category,SKU #,Product Name,Image,Manufacturer_URL,Description,Details,Info/Size/Color,Unnamed: 8
98,,019-8051,SafeLink Loop Rebar Base,,https://safewaze.com/,The SafeLink Loop Rebar Base combined with the FS-EX5501-5 Anchor Post creates a convenient and versatile Horizontal Lifeline System mounting solution requiring no special tools to install. Unit can be mounted to most sizes of pre-stressed concrete beams with rebar loops.,"Lightweight aluminum construction
For use on loop rebar as part of an HLL system
Adjustable base for angled surfaces​
Rebar safety caps
Qualified person required for installation
Capacity 310 lbs. (141kg) per user
Meets OSHA 1910.66, OSHA 1926.502","Weight : 40.5 lbs (18.37 kg)
Materials : Aluminum and Steel
Applied Load : 3,600 lbs (1632.93 kg) X&amp;Y Axis
Applied Dynamic : 5,000 lbs (2267.96 kg) X&amp;Y Axis
Maximum Working Load : 310 lbs (140.61 kg) per person; Up to 4-person SafeLink System
Applicable Standards : Meets OSHA 1926.502 - OSHA 1019.140",
99,,019-9007,Device Bag,,https://safewaze.com/,"The Safewaze 019-9007 is a convenient storage and transport bag for any device utilized with the confined space system.
", 	Convenient storage/transport 	Polyester web 	Vinyl exterior,"Materials : Polyester web, vinyl exterior
Weight : .10 lbs (.05 kg)
",
100,,019-9008,Tripod Bag,,https://safewaze.com/,"The Safewaze 019-9008 is a convenient storage and transport bag for the Safewaze adjustable tripod.
", 	Convenient storage/transport 	Vinyl Exterior 	Polyester web,"Materials : Polyester web, Vinyl exterior
Weight : .20 lbs (.10 kg)
",
101,,020-11020,Retrieval Assembly,,https://safewaze.com/,"The Safewaze 020-11020 Shoulder Retrieval Assembly attaches to shoulder D-ring equipped full body harnesses. Ideal for use in confined space operations.
","2' Shoulder retrieval assembly 	
Composite cross brace 	
Forged steel D-ring 	
Forged Steel Snap hooks 	
3,600 lbs Gate-rated 	
Meets:- ANSI Z359.4- ANSI 10.32- OSHA 1910/1926.502","Materials : 1 in (25.4 mm) Polyester webbing, Composite cross brace,
Forged steel D-ring,
Forged Steel Snap Hooks
Weight : 2.65 lbs (1.20 kg)
Length : 2 ft (.61 m)
Minimum Breaking Load : 5,000 lbs (2267.96 kg)
Applicable Standards : Meets OSHA 1910/1926.502 - ANSI Z359.4 - ANSI A10.32
",
102,,020-12101,"EVO 3/8"" Detachable Cable Sleeve",,https://safewaze.com/,"The EVO 3/8"" Cable Fall Arrester is a detachable cable sleeve used with our ladder system. Built with lightweight, corrosion resistant materials and integral energy absorber. This mobile unit automatically follows the user closely and offers easy one-handed action.    ","Stainless steel base
Aluminum cover plate
Internal cam locking system
Stainless steel components
Nylon inversion prevention trigger
Web energy absorber
Steel carabiner
Capacity 420 lbs. 
Meets ANSI A14.3, Z359.1, A10.32, OSHA 1926.502, 1910.140, 1910.66","Materials : Stainless Steel - Zinc Plated Steel - Aluminum - Nylon Webbing
Weight : 1.4 lbs (.64 kg)
Weight Capacity : 310 lbs (140.61 kg) to ANSI; 420 lbs (191 kg) to OSHA
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.140 - OSHA 1910.66
ANSI Z359.1-2007 - ANSI A14.3 z- ANSI A10.32-2004",
103,,020-4020,2’ Drop-through Anchor,,https://safewaze.com/,"The Drop-Through Cable Anchor is a versatile, easily installed anchor point for permanent or temporary use. Simply drop the captive eye and cable through openings in concrete, steel decking, grating or any 1-3/4 inch hole in a substrate that is compliant with applicable fall protection requirements.","8"" High visibility green steel plate
Forged steel swiveling connection point
1/4"" Steel cable with wear sleeve
Accommodates openings from 1-3/4"" to 6""
Available in a variety of lengths
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets OSHA 1926.502, 1910.66","Length : 2 ft (.61 m)
Diameter : Minimum Hole Diameter for Installation: 1-3/4 in; 
Maximum Hole Diameter for Installation: 6 in
Materials : Coated Cable - Stainless Steel - Galvanized Aircraft Cable
Minimum Tensile Strength : 5,000 lbs - 22 kN
Weight : 3.9 lbs (1.77 kg)
Weight Capacity : 310 lbs (140.61 kg) - Single user
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66
ANSI Z359.1 - ANSI Z359.7",
104,,020-4021,8.5’ Drop-through Anchor,,https://safewaze.com/,"The Drop-Through Cable Anchor is a versatile, easily installed anchor point for permanent or temporary use. Simply drop the captive eye and cable through openings in concrete, steel decking, grating or any 1-3/4 inch hole in a substrate that is compliant with applicable fall protection requirements.","8"" High visibility green steel plate
Forged steel swiveling connection point
1/4"" Steel cable with wear sleeve
Accommodates openings from 1-3/4"" to 6""
Available in a variety of lengths
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets OSHA 1926.502, 1910.66","Length : 8.5 ft (2.6 m)
Diameter : Minimum Hole Diameter for Installation: 1-3/4 in; 
Maximum Hole Diameter for Installation: 6 in
Materials : Coated Cable - Stainless Steel - Galvanized Aircraft Cable
Minimum Tensile Strength : 5,000 lbs - 22 kN
Weight : 4.6 lbs (2.09 kg)
Weight Capacity : 310 lbs (140.61 kg) - Single user
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66
ANSI Z359.1 - ANSI Z359.7",
105,,020-4025,Peak Roof Anchor,,https://safewaze.com/,The Peak Roof Anchor is designed for permanent use on wooden roof structures. Ideal for use in residential construction and maintenance work.,"Installs easily on roof peak
Dual D-ring for easy access to both sides of the peak
Low profile, minimalistic design
Constructed out of durable stainless and zinc-plated steel
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets OSHA 1926.502, 1910.66","Length : 13.25 in (336.5 mm)
Weight : 1.3 lbs (0.59 kg)
Material : Yellow Zinc Plated Steel - Stainless Steel
Material Thickness : 0.04 in (1 mm)
Width of Plate : 1.9 in (48 mm)
Number of Holes : 10
Hole Diameter : 0.18 in (4.5 mm)
Weight Capacity : ANSI 310 lbs (140.61 kg) - Single user; OSHA 420 lbs (191 kg) - Single user
Maximum Breaking Load : 5000 lbs (2267.96 kg)
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66",
106,,020-4026,Permanent Roof Anchor,,https://safewaze.com/,The Permanent Roof Anchor is designed for permanent use on wooden roof structures. Ideal for use in residential construction and maintenance work.,"Installs easily between roof peak and eves
Low profile, minimalistic design
Constructed out of durable stainless and zinc-plated steel
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets OSHA 1926.502, 1910.66 ","Length : 18 in (457.2 mm)
Weight : 1.3 lbs (0.59 kg)
Material : Yellow Zinc Plated Steel - Stainless Steel
Material Thickness : 0.04 in (1 mm)
Width of Plate : 1.9 in (48 mm)
Number of Holes : 14
Hole Diameter : 0.18 in (4.5 mm)
Weight Capacity : ANSI 310 lbs (140.61 kg) - Single user; OSHA 420 lbs (191 kg) - Single user
Minimum Breaking Load : 5000 lbs (2267.96 kg)
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66",
107,,020-4027,Ridge Roof Anchor,,https://safewaze.com/,The Ridge Roof Anchor is designed for permanent use on wooden roof structures. Ideal for use in residential construction and maintenance work.,"Installs easily between roof peak and eves
Low profile, minimalistic design
Constructed out of durable stainless and zinc-plated steel
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets OSHA 1926.502, 1910.66","Length : 7.54 in (19.5 mm)
Weight : .80 lbs (0.36 kg)
Material : Yellow Zinc Plated Steel - Stainless Steel
Material Thickness : 0.04 in (1 mm)
Width of Plate : 1.9 in (48 mm)
Number of Holes : 8
Hole Diameter : 0.18 in (4.5 mm)
Weight Capacity : ANSI 310 lbs (140.61 kg) - Single user; OSHA 420 lbs (191 kg) - Single user
Minimum Breaking Load : 5000 lbs (2267.96 kg)
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66",
108,,020-4029,"18” Post Anchor, Concrete",,https://safewaze.com/,The 18″ Post Anchor is designed to be cast-in-place for use in concrete applications. This permanent anchor can be used as a single point anchor or with a horizontal lifeline system.,"18"" fixed steel anchor point
Cast-in-place concrete installation
Corrosion resistant galvanized coating
Single user 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets ANSI Z359.1, ANSI A10.32, OSHA 1926.502","Base Dimensions : 13 in X 13 in (330.2 mm x 330.2 mm)
Material : Galvanized Steel
Working Load : 310 lbs. or up to 420 lbs. if used with equipment explicitly certified for such use
Minimum Tensile Strength : 5,000 lbs (2267.96 kg)
Weight : 30.95 lbs (14.04 kg)
Applicable Standards : Meets OSHA 1926 Subpart M - OSHA 1910; ANSI Z359.1 - ANSI A10.32",
109,,020-4030,"18” Post Anchor, I-Beam",,https://safewaze.com/,The 18″ Post Anchor is a fixed anchor which can be used as a single point anchor or with a horizontal lifeline system. This anchor can be either permanent or temporary and is designed to be bolted to or around a steel I-beam.,"18"" temporary steel anchor point
For use on I-beams up to 10""
Set of 4 fasteners included 
Corrosion resistant galvanized coating
Single User 130-310 lb. ANSI, 420 lbs. OSHA
Minimum breaking strength 5,000 lbs.   	
Meets ANSI Z359.1, ANSI A10.32, OSHA 1926.502","Base Dimensions : 12 in X 12 in (304.8 mm x 304.8 mm)
Material : Galvanized Steel
Working Load : 310 lbs. or up to 420 lbs. if used with equipment explicitly certified for
such use
Minimum Tensile Strength : 5,000 lbs (2267.96 kg)
Weight : 48.7 lbs (22.1 kg)
Applicable Standards : Meets OSHA 1926 Subpart M - OSHA 1910; ANSI Z359.1 - ANSI A10.32",
110,,020-6041,22' Rescue Ladder,,https://safewaze.com/,"The Safewaze Rescue Ladder is a fast, easy method of rescue, requiring only minimal advanced training. Simply anchor the ladder to an existing or temporary anchor point, deploy the ladder, and allow the fallen worker to climb to safety. This is the ideal low-cost, proven rescue solution that works for a wide variety of job sites.","22′ length
Protective, water repellant carry bag with reflective trim
High abrasion polyester webbing
10″ wide reinforced ladder rung
Steel carabiner
Strength 3,600 lbs.","Materials: Ladder - Nylon Webbing Carabiner - Zinc Plated Steel Deployment Bag - Ballistic Nylon
Weight: 9.0 lbs (4.08 kg)
Weight Capacity/Max Working Load: 620 lbs (281.22 kg)
Length: 18 ft (6.70 m)
Web Rating: 310 lbs (140.61 kg)",
111,,020-6042,22' Rescue Ladder with Belay System,,https://safewaze.com/,"The Safewaze Rescue Ladder is a fast, easy method of rescue, requiring only minimal advanced training. This system includes a belay for assisted rescue. The added rope grab system allows the victim to climb efficiently and safely reducing the risk of a secondary fall. Simply anchor the ladder to an existing or temporary anchor point, deploy the ladder, and allow the fallen worker to climb to safety. This is the ideal low-cost, proven rescue solution that works for a wide variety of job sites.","22′ Rescue ladder with belay system
28′ of 11mm kernmantle rope
Aluminum progress capture device
Protective, water repellant carry bag with reflective trim
High abrasion polyester webbing
10″ wide reinforced ladder rung
2 Steel carabiners
Strength 3,600 lbs.","Materials: Ladder - Nylon Webbing Rope - Kernmantle Nylon Carabiner - Zinc Plated Steel Deployment Bag - Ballistic Nylon Rope Grab - Aluminum and Steel
Weight: 9.0 lbs (4.08 kg)
Weight Capacity/Max Working Load: 620 lbs (281.22 kg)
Length: 22 ft (6.70 m)
Web Rating: 310 lbs (140.61 kg)",
112,,FS-EX10-100-G,Class B 100' Cable Poly Housing Retractable,,https://safewaze.com/,"The Safewaze FS-EX10-100-G is a Class B 100' cable poly housing retractable lifeline with a mobility enhancing swivel top, fall indicator and gate rated carabiner included. The unit's impact resistance housing encoded in non-corrosive components ensures extended usage and performance. The housing and braking system are creatively consolidated, making this unit lightweight and portable.
"," 100' Cable 	
Snap hook 	
Swivel-top 	
Reinforced carry handle 	
Heavy duty housing 	
Includes steel carabiner","Materials : High-strength polymer housing;
0.19 in (4.82 mm) Galvanized steel cable,
Forged steel snap hook
Weight : 32 lbs (14.52 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Length : 100 ft (30.48 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
113,,FS-EX10000,SAFELINK Come-A-Long Kit,,https://safewaze.com/,"The 65' SafeLink kit comes with a brake assembly, cable, safety strap, come along, fist grips, and carabiners in a convenient carry bag. SafeLink addresses the difficulties of working on leading edge surfaces and other applications where horizontal work and low clearance fall hazards exist.  (Anchor is not included but is needed for use with poles)
"," 1-Ton Cable Puller Come-A-Long 
Adjustable safety strap 	
7x19 SafeLink Galvanized Steel Cable 
2 Safelink 5/26” Double-Saddle Fist-grip clamps 	StopLink Brake Assembly 	
2 Steel Carabiners 	
Extra large carry bag",,
114,,FS-EX1080-G,Class B 80' Cable Poly Housing SRL,,https://safewaze.com/,"The Safewaze FS-EX1080-G is a Class B 80' cable poly housing retractable lifeline with a mobility enhancing swivel top, fall indicator and gate rated carabiner included. The unit's impact resistance housing encoded in non-corrosive components ensures extended usage and performance. The housing and braking system are creatively consolidated, making this unit lightweight and portable.
","80' Length 	
Includes steel carabiner 	
Reinforced carry handle 	
Heavy duty housing","Materials : High-strength polymer housing;
0.19 in (4.82 mm) Galvanized steel cable,
Forged steel snap hook
Weight : 26.60 lbs (12.07 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Length : 80 ft (24.38 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
115,,FS-EX110,10K Removable Concrete Cable Anchor,,https://safewaze.com/,"This easy to use removable and reusable concrete cable anchor is 10K rated.
","Removable 
7x19 Galvanized cable 
Reusable bolt anchors are designed for use in concrete substrate ONLY 
Inserts and removes in seconds 
1” Fall protection with 10,000 lbs max capacity 
Weight Capacity ANSI 310 lbs. / OSHA 420 lbs. 
Overall length 13.75"" 
10K rated removable concrete cable anchor with a coated eye","Materials : Main Cable, Return Wire - Aircraft Cable;
Spoons, Stop Sleeve, End Termination - Stainless Steel;
Trigger – Aluminum;
Spring - Zinc Plated Steel;
Swage - Zinc Plated Copper;
Loop Cover - Polyurethane

Weight : 1.0 lbs (476 g)
Weight Capacity/Max Working Load : ANSI 310 lbs (140.61 kg) - Single user
OSHA 420 lbs (191 kg) - Single user
Length : 13.75 in (349 mm)
Diameter : 1 in (25 mm)
Minimum Breaking Load : 10,000 lbs - 44 kN
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
116,,FS-EX112,5K Toggle Lock Anchor,,https://safewaze.com/,"This 5K toggle lock anchor works on precast concrete or steel and is designed for fall protection, lifeline systems, restraint, work positioning, suspension, tie-back anchoring, and more.
","Removable anchorage connector 	
Unmatched safety 	
Easy use and versatility 	
Works on both precast concrete and steel flanges 	
Reusable 	
Overall length 13.75""&nbsp;","Materials : Main Cable, Activator Wire - Aircraft Cable;
Toggle Bar - Stainless Steel;
Hole Plug, Trigger – Aluminum;
Spring - Zinc Plated Steel;
Swage - Zinc Plated Copper;
Loop Cover - Polyurethane

Weight : 0.45lbs (207 g)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) - Single user
Length : 13.75 in (349 mm)
Diameter : 3/4 in (19 mm)
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
117,,FS-EX1530-W,Class B 30' Web Poly Housing Retractable,,https://safewaze.com/,"The Safewaze FS-EX1530-W is a Class B 30' web poly housing retractable lifeline with a mobility enhancing swivel top, fall indicator and gate rated carabiner included. The unit's impact resistance housing encoded in non-corrosive components ensures extended usage and performance. The housing and braking system are creatively consolidated, making this unit lightweight and portable.
","30' Length 	
Heavy duty housing 	
3,600 lbs gate-rated snap hook 	
Includes steel carabiner","Materials : High-strength polymer housing,
1 in (25.4 mm) Ultra high molecular weight webbing with sewn-in fall indicator,
Forged steel snap hook,
Steel carabiner
Weight : 10.30 lbs (4.67 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Length : 30 ft (9.14 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
118,,FS-EX1550-W,Class B 50' Web Poly Housing Retractable,,https://safewaze.com/,"The Safewaze FS-EX1550-W is a Class B 50' web poly housing retractable lifeline with a mobility enhancing swivel top, fall indicator and gate rated carabiner included. The unit's impact resistance housing encoded in non-corrosive components ensures extended usage and performance. The housing and braking system are creatively consolidated, making this unit lightweight and portable.
","50' Length 	
Steel snap hook 	
Heavy duty housing 	
High-strength polymer housing 	1"" Ultrahigh Molecular Weight Webbing w/ sewn-in fallindicator 	
Includes steel carabiner","Materials : High-strength polymer housing,
1 in (25.4 mm) Ultra high molecular weight webbing with sewn-in fall indicator,
Forged steel snap hook,
Steel carabiner
Weight : 11.25 lbs (5.1 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Length : 50 ft (15.24 m)
Hook Ratings : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
119,,FS-EX210,Lightweight Adjustable Beam Anchor,,https://safewaze.com/,"This lightweight adjustable beam anchor with d-ring is designed for 3 1/2 inch to 14"" beams.
","The lightest and nimblest of its kind 	
Reusable clamp incorporates a variety of unique components including our swivel D-ring technology 	
Incredible strength and superior performance 	
Range 3 1/2” to 14” 	
Overall Length 20"" 	
Static tensile strength 5,000 lbs (22KN)","Materials : Aluminum crossbar;
Stainless steel D-ring bracket;
Clamps – Bronze;
Zinc-plated steel D-ring, spring and hardware

Weight : 3.4 lbs (1.54 kg)
Weight Capacity/Max Working Load : One worker 310 lbs (140.6 kg)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, Z359.7
",
120,,FS-EX213,10K Removable Concrete Wedge Anchor,,https://safewaze.com/,"This 10K rated removable concrete anchor is designed with a 6 1/4"" wedge bolt and swivel D-ring.
","The lightest and nimblest of its kind 	
Reusable clamp incorporates a variety of unique components including our swivel D-ring technology 	
Incredible strength 	
Superior performance 	
Weight capacity ANSI 310 lbs./OSHA 420 lbs. 	
Range 4” to 10” 	
Length 16"" / Depth 5.75"" / Height 6.50""","Materials : Return Wire - Aircraft Cable;
Cone, Spoons - Stainless Steel;
Retaining Bushing, Bolt, Sleeve, Swivel - Zinc Plated Steel;
Compression Bushing - Polyethylene

Weight : 2.10 lbs (952.5 g)
Weight Capacity/Max Working Load : ANSI 310 lbs (140.61 kg) - Single user
OSHA 420 lbs (191 kg) - Single user
Length : 6.25 in (158.75 mm)
Diameter : 1 in (25.4 mm)
Minimum Breaking Load : 10,000 lbs - 44 kN
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
121,,FS-EX219,Weld On Puck Anchor,,https://safewaze.com/,"This 10K anchor has a swivel d-ring and is designed for weld on applications.
","Mega Swivel 10K D-ring 	Puck with 5/8-11” Spiralock® thread 	
5/8-11x1.75” G8 HH bolt 	
Bolt 2 1/8"" / Puck 1 1/8"" / Mega Swivel 4 1/2"" 	
Weight Capacity ANSI 310 lbs. / OSHA 420 lbs.","Materials : Zinc plated steel
Weight : 3.6 lbs (1.63 kg)
Weight Capacity/Max Working Load : ANSI 310 lbs (140.61 kg) - Single user
OSHA 420 lbs (191 kg) - Single user
Length : 5.75 in (146.05 mm)
Diameter : 5/8 in (15.8 mm)
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
122,,FS-EX225,5k Swivel Bolt-On Anchor for Steel,,https://safewaze.com/,"This 5K rated bolt-on anchor with mega swivel is designed for use with steel.  It can be used in horizontal, vertical and overhead applications.
","Anchor swivel 	
5K 316SS Steel Kit 	
5/8”x4” 316SS bolt, flat washer, nylon locknut 	
Bolt 4 1/4"" / Mega Swivel 4 1/2"" / Overall Length 7 1/4""","Materials : Stainless steel
Weight : 1.90 lbs (861.8 g)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) - Single user / Working Load 1,000 lbs (453.6 kg)

Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
123,,FS-EX231,5K Friction Concrete Anchor,,https://safewaze.com/,"This 1/2"" sleeve anchor with swivel is 5k rated and designed for use with concrete.
","Anchor swivel 	
5K Concrete anchor with 1/2” sleeve anchor 	
Bolt 4 1/4"" / Mega Swivel 4"" / Overall Assembled Length 7""","Materials : Zinc plated steel
Weight : .85 lbs (385.6 g)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) - Single user / Working Load 1,000 lbs (453.6 kg
Length : 7 in (177.8 mm)
Diameter : 5/8 in (15.8 mm)
Minimum Breaking Load : 5,000 lbs - 22 kN
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
124,,FS-EX237,10K Removable Mining Anchor,,https://safewaze.com/,"This removable mining anchor with mega swivel is 10K rated and designed to be inserted into rock bolts.
","MEGA Swivel 10K mining anchor 	
Designed solely for friction rock bolt insertion 	
Used in underground mining and tunneling 	
Fall Protection (39mm);Max capacity: 10,000 lbs 	
Bolt 6 1/4"" / Mega Swivel 4 1/2"" / Overall length 9""","Materials : Return Wire - Aircraft Cable;
Cone, Spoons - Stainless Steel;
Retaining Bushing, Bolt, Sleeve, Swivel - Zinc Plated Steel;
Compression Bushing - Polyethylene

Weight : 2.4 lbs (949 g)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) - Single user

Length : 11.5 in (293 mm)
Diameter : 1.5 in (39 mm)
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI Z359.1, ANSI Z359.7
",
125,,FS-EX2500-GA,SAFELINK Galvanized Steel Cable,,https://safewaze.com/,"The 5/16 7x19 galvanized steel cable is sold by the foot and designed for use with the Safewaze Mobile SafeLink system and subdued edge work. SafeLink addresses the difficulties of working on leading edge surfaces  and other applications where horizontal work and low clearance fall hazards exist.
",Galvanized steel cable for use with the SafeLink Horizontal Lifeline System,"Materials : Galvanized steel
Forged steel cable terminals
Weight : .15 lbs per ft
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) per person; Up to 4-person SafeLink System
Length : Varies upon length required for application
",
126,,FS-EX2502,SAFELINK Form Link Anchor,,https://safewaze.com/,"The aluminum form link anchor is designed for use with the Safewaze  SafeLink  and can be used with (6) #7 rebar, clamped around a finished column, or mounted to a  finished wall at least 8"" thick. The FS-EX5501-5 aluminum post fits into the anchor. SafeLink addresses the difficulties of working on leading edge surfaces  and other applications where horizontal work and low clearance fall hazards exist.
","Form Link Bracket for use with the SafeLink Horizontal Lifeline System. 	
Applications: 	Clamped around rebar 	2) Clamped around a finished column 	3) Mounted on a finished wall","Materials : 6061-T6511 Aluminum
Weight : 26 lbs (11.79 kg)
Weight Capacity/Max Working Load : 310 lbs/person; Up to 4-person SafeLink System
Length : 28 in (711.2 mm)
",
127,,FS-EX2502-DBL,SAFELINK EZ-Link Double Connector,,https://safewaze.com/,"The aluminum form link anchor is designed for use with the Safewaze Mobile SafeLink system and subdued edge work, that can be used with (6) #9 rebar. The FS-EX5501-5 aluminum post fits into the the EZ-Link double anchor. SafeLink addresses the difficulties of working on leading edge surfaces and other applications where horizontal work and low clearance fall hazards exist.
"," EZ-Link Double Connector for use with the SafeLink Horizontal Lifeline System 	
Attaches directly to rebar cage (6 #9 rebar or larger) 	
Vertical post receptacle 	
All associated materials must be rated to meet OSHA federal state and local government regulations for fall protection anchor points.","Materials : 6061-T6511 Aluminum
Weight : 58 lbs (26.31 kg)
Weight Capacity/Max Working Load : 310 lbs/person; Up to 4-person SafeLink System
Length : See technical data sheet for detail
",
128,,FS-EX2504,SAFELINK PVC Sleeve,,https://safewaze.com/,"THE FS-EX2504 PVC sleeve is designed to be used with the SafeLink Horizontal Lifeline System. The sleeve must be cast at a depth of 11 in (279.4 mm), and no closer than 3-1/2 in (89.9 mm) to any concrete edge, into 2,000 psi (13.79 MPa) or greater concrete.
","12"" long 	
4"" inside diameter","Materials : Schedule 40 PVC
Length : 12 in (304.80 mm)
Inside Diameter : 4 in (101.6 mm)
Weight : 1 lb (0.45 kg)
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.1 - ANSI A10.32
",
129,,FS-EX2505,SAFELINK Safety Link,,https://safewaze.com/,"The SafetyLink strap, designed for use with the Safewaze Mobile SafeLink system, provides additional security from premature release when the system is tensioned with the FS-EX2510 come along. SafeLink addresses the difficulties of working on leading edge surfaces  and other applications where horizontal work and low clearance fall hazards exist."," SafeLink SafetyLink Adjustable Safety Strap for use with the SafeLink Horizontal Lifeline System 	
Provides backup safety point for the FS-EX2510 Come-A-Long 	
Installs in parallel with the Come-A-Long, connecting to the anchor point and cable lifeline","Materials : 1 in Polyester webbing: Breaking strength >5,000 lbs,
High-Strength polyester stitching: Breaking strength >40 lbs,
Forged steel snap hooks: Break load: 5,000 lbs. Gate rated at 3,600 lbs,
Wear Sleeves at ends
Weight : 2 lbs (0.91 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg) per person; Up to 4-person SafeLink System
Length : Adjustable to 4 ft (1.22 m)
",
130,,FS-EX2507,SAFELINK Rebar Link Anchor,,https://safewaze.com/,"This aluminum anchor is designed for use with the SafeLink system and can be used with (12) #9 or larger stirruped rebar. SafeLink addresses the difficulties of working on leading edge surfaces and other applications where horizontal work and low clearance fall hazards exist.
", Mounting on stirrup rebar,"Materials : 6061-T6511 Aluminum; forged steel eye hooks
Weight : 20 lbs (9.07 kg)
Length : 40.5 in (1030 mm)",
131,,FS-EX2508,SAFELINK Eye Bolt,,https://safewaze.com/,"The FS-EX2508 eye bolt and nut with lock washer is designed for use in the SafeLink Horizontal Lifeline System. The eye bolt is used to connect the cable lifeline (FS-EX2500-GA) to the aluminum post (FS-EX5501-5).
"," Made of Forged Carbon Steel 	
4.5"" long shaft","Shaft Length : 4.5 in (114.3 mm)
Shaft Diameter : 1/2 in (12.7 mm)
Materials : Forged 1030 carbon steel; hot galvanized
Working Load : 2,100 lbs (952.54 kg)
Weight : 0.4 lbs (0.18 kg)
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.12-2009, ANSI A10.32",
132,,FS-EX2510,SAFELINK Come-A-Long,,https://safewaze.com/,The 12' cable come-a-long is used to tension the Safewaze Mobile SafeLink system. SafeLink addresses the difficulties of working on leading edge surfaces and other applications where horizontal work and low clearance fall hazards exist.,"Cable Come-A-Long for use with the SafeLink Horizontal Lifeline System 
Comes with 12 ft (3.66 m) of 7/32 in (5.56 mm) Aircraft cable to adjust tension in the Mobile SafeLink Horizontal Lifeline System 
Come-A-Long must always be used in conjunction with the SafetyLink Adjustable Safety Strap","Materials : Solid zinc-plated steel. Heat-treated bolts and hooks
",
133,,FS-EX2514,SAFELINK Whizzler Swivel Cap,,https://safewaze.com/,"The Whizzler swivel top cap is designed for use with the SafeLink system and fits over the top of the FS-EX5501-5 post and allows for a single user to work from a stationary anchor point that swivels 360 degrees. SafeLink addresses the difficulties of working on leading edge surfaces and other applications where horizontal work and low clearance fall hazards exist.
", 	The Whizzler Swivel Cap is an aluminum post cap with a forged steel 360-degree swivel D-Ring 	For use with the SafeLink Horizontal Lifeline System 	For Single-Point anchorage only,"Materials : Aluminum post. Forget steel swivel anchor
Weight : 10.5 lbs
Weight Capacity/Max Working Load : 310 lbs/person; Up to 4-person SafeLink System
Length : 16 in (406.4 mm)
",
